,Produto,Preço,Desconto,Categoria
20,Placa de Vídeo RTX 4070 Super 1-Click OC 2X TecLab Lite Galax NVIDIA GeForce - 47SOM7MDABCD,4199.99,,Placa_de_video
21,"Placa de Vídeo RTX 4060 Ti OC Edition Asus TUF Gaming NVIDIA GeForce, 8 GB GDDR6, ARGB, DLSS - TUF-RTX4060TI-O8G-GAMING",2899.99,,Placa_de_video
22,"Placa de Vídeo RTX 4060 Ti Eagle OC Gigabyte NVIDIA GeForce, 8 GB GDDR6, DLSS, Ray Tracing - GV-N406TEAGLE OC-8GD G10",2799.99,,Placa_de_video
23,"Placa de Vídeo Gigabyte Radeon RX 6600 EAGLE AMD, 8GB GDDR6, Preto - GV-R66EAGLE-8GD",1459.99,,Placa_de_video
24,"Placa De Vídeo Msi RTX 4060 Ventus 2x Oc Black, Nvidia GeForce, 8GB, GDDR6 - 912-V516-012",2142.92,,Placa_de_video
25,"Placa De Vídeo RTX 4060 TI Ventus 2x Oc, MSI, Nvidia, 8GB RAM, GDDR6 - 912-V515-024",2719.90,,Placa_de_video
26,"Placa de Vídeo RTX 3060 Ventus 2X MSI NVIDIA GeForce, 12GB GDDR6, DLSS, Ray Tracing - RTX 3060 Ventus 2X 12G OC",1599.99,,Placa_de_video
27,"Placa de vídeo RTX 3050 EX Galax NVIDIA GeForce, 6GB GDDR6. DLSS, Ray Tracing, G-Sync - 527200-0119",1159.99,,Placa_de_video
28,"Placa de Vídeo GTX 1650 D6 Ventus XS OCV3 MSI NVIDIA GeForce, 4GB GDDR6, G- Sync - 912-V812-003",849.99,,Placa_de_video
29,"Placa de Video RTX 4060 TI PNY NVIDIA GeForce Verto Dual Fan, 16GB GDDR6, DLSS, Ray Tracing, G-Sync - VCG4060T16DFXPB1",2999.99,,Placa_de_video
30,"Placa de Vídeo RTX 4070 Ti Super Gigabyte Eagle OC NVIDIA GeForce, 16GB GDDR6, DLSS, Ray Tracing - GV-N407TSEAGLE OC-16GD",5699.99,,Placa_de_video
31,"Placa de Vídeo Galax NVIDIA GeForce GTX 1650 EX Plus (1-Click OC), 4GB, GDDR6 - 65SQL8DS93E1",849.99,,Placa_de_video
32,"Placa de Vídeo RX7600 OC ASUS AMD Dual Radeon, 8GB GDDR6 - 90YV0IH2-M0NA00",1799.99,,Placa_de_video
33,"Placa de vídeo RTX 4060 ASUS Dual 8G EVO OC NVIDIA GeForce, 8GB GDDR6, G-SYNC, Ray Tracing - 90YV0JC7-M0NA00",2098.99,,Placa_de_video
34,"Placa de Vídeo RX 550 AMD PCYes Dual Fan Projeto Edge, 4GB GDDR5, 128 BITS - PVEX5504GBDF",519.98,,Placa_de_video
35,"Placa de Vídeo Galax Nvidia Geforce RTX 4060 TI Click OC, 8GB, GDDR6, DLSS Ray Tracing - 46ISL8MD8COC",2659.90,,Placa_de_video
36,"Placa de Vídeo MSI NVIDIA GeForce GTX 1650 D6 Ventus XS OCV3, 4GB, GDDR6, 128 Bits - 912-V812-003",799.90,,Placa_de_video
37,"Placa de Vídeo RX 7600 Challenger ASRock AMD Radeon, 8GB GDDR6 - 90-GA41ZZ-00UANF",1799.99,,Placa_de_video
38,"Placa de Video RTX 3050 Stormix Palit NVIDIA GeForce, 6GB GDDR6, DLSS, Ray Tracing, Adaptive Sync - NE63050018JE-1070F",1049.99,,Placa_de_video
39,"Placa de Vídeo RTX 4060 TI O8G EVO OC ASUS NVIDIA GeForce, 8GB GDDR6, DLSS3, Ray Tracing, G-Sync",2699.99,,Placa_de_video
